1323034,559296,232671,256487,200978,635672,614537,552291,
121353,61014,13105,16955,41489,87602,43036,15929,
1444978,630826,913721,653529,538135,333983,600372,821683,
105677,16553,1088,2153,7217,3217,1034,1624,
522899,102635,10063,13867,9533,18140,20081,11871,
41316,36941,27076,14131,16034,40687,60766,63224,
653668,605159,76210,98511,110200,150521,118246,150915,
504255,112861,35553,26301,96815,193204,164846,114191,
1494975,557967,296453,187296,673590,1051869,396743,441621,
405327,108863,80058,14426,10232,24196,28155,13757,
718746,203667,145541,209268,38105,295927,202192,68489,
909776,655236,62281,9007,182471,260353,142706,128545,
309384,28360,17810,7709,42934,34037,18054,15103,
532185,179178,32308,13297,9279,8158,9171,10551,
859688,220878,19669,49783,70120,259989,87770,82064,
1294119,217937,115405,46674,124260,73803,153629,135695,
822445,120394,28963,26343,24139,11835,11909,8905,
1766857,52271,289533,61513,135604,58660,55882,118468,
742506,828633,42016,120651,36157,124122,178747,40332,
1225666,202168,113952,34349,186953,193220,150632,72765,
1591118,315786,149277,34137,81165,119472,119040,36191,
445157,186348,72748,93803,42642,344403,281983,233591,
764528,298407,296922,24565,86875,72202,231158,24963,
1377357,269941,146697,17560,224049,153977,57859,97505,
123978,55490,29630,10144,10588,38075,83371,20016,
445624,424724,57196,65605,39382,84356,48033,17733,
414256,94231,109910,28449,45871,97120,24037,39209,
1346383,1170723,251146,57635,247652,413216,216275,154816,
797937,604913,101549,74013,37665,156962,154569,98012,
1081801,324744,452075,533022,204596,645066,445736,162429,
730997,239862,41080,61338,77707,52376,61259,19526,
1262772,1826413,312184,241708,439977,315030,420626,152017,
1619585,343223,89823,43055,97193,71438,68861,27180,
923021,81157,77799,15012,120240,111046,122718,30140,
1420053,112479,199748,250829,232304,140825,116312,81807,
518453,61561,16706,10877,5342,34350,27435,16660,
1914486,457999,235943,15025,39061,44971,50197,13689,
1057579,241381,111786,91049,144811,252246,123246,52063,
1028963,355578,40814,57342,96441,210250,204416,45486,
230545,29878,13245,26243,24392,18527,10609,5056,
2214646,61648,38947,118831,47284,283575,92980,59786,
82365,59356,19518,15348,22595,55034,51147,16994,
612815,74514,15015,15304,35627,132389,257978,50139,
1542082,185289,69803,106827,125261,205974,198170,128893,
