3394220,1216894,454300,309959,465438,609039,418115,296423,
872528,217635,11850,108197,33586,53460,16863,6489,
1013018,1044463,98795,93310,118371,138415,84316,31877,
1960985,1147897,127392,239837,100101,120155,90586,24432,
1933507,278385,238438,229027,151707,180625,35218,21868,
722311,519162,67170,34557,60420,139733,114725,124443,
833242,230523,250558,56627,83967,10301,2127,1597,
828733,176907,208420,157971,47924,16312,27886,27236,
267221,264008,16089,62631,83311,63788,11886,11756,
833339,74269,13858,21574,12682,4859,756,549,
238461,52333,11488,7504,17592,9807,2685,1286,
61531,4811,1955,2684,2525,1376,635,207,
1060522,136231,21453,3486,2590,1509,2202,1293,
820811,758182,94633,47827,45198,40653,19714,3500,
1264355,126117,204539,83368,36580,88051,37320,24362,
93927,55246,17726,18841,23324,31045,19237,16294,
664503,576509,91219,25584,123464,34676,16679,16870,
243773,202162,7773,20566,44064,28551,12938,4914,
242338,16475,2460,2758,7158,6653,1427,663,
296965,130722,117299,102722,47410,6736,2555,4035,
323143,424608,247964,53742,81145,73325,54112,35712,
732613,345582,17711,45365,49192,237370,56154,46806,
2069788,87449,15102,62557,60423,99964,103421,79921,
1074754,33870,25008,28165,64074,232507,103057,149511,
152111,135872,8066,30725,42677,51077,33929,42725,
834901,35061,74603,28434,183354,124636,194557,76829,
891263,168336,110951,74309,90149,177937,118578,136151,
1138029,116762,138015,41273,77602,108033,192417,137038,
733023,313231,276952,134154,42970,278940,207403,78920,
353825,24886,3382,4769,19899,50317,89039,20346,
1190087,376721,1183311,394086,266593,659369,716480,631890,
421698,38142,34976,49680,20696,17540,35730,35574,
1699818,313084,138135,80436,20104,37706,56020,80350,
333858,51539,14844,22358,10396,55537,65965,17560,
423657,318891,13167,206824,124689,135752,295019,177511,
39806,34895,40783,48256,19404,52319,37449,29515,
1151990,117651,256271,109480,110029,253424,302741,108818,
1248346,523786,116401,458111,482974,951278,835716,712032,
1679168,169487,80382,114628,152817,416220,88853,234243,
1180757,521165,22058,117540,93540,251418,168627,57036,
1169559,98872,59574,147592,119774,201574,234288,232819,
418040,377902,70037,99266,239980,74724,121468,80110,
841665,607147,94117,59668,64489,96795,40761,113085,
156510,11284,4241,1586,1619,2733,3406,5213,
245073,34251,251119,182541,80651,252829,70229,117739,
903412,432391,90795,34465,205491,82630,153468,96667,
1183567,648034,168153,319636,113752,535645,415196,843511,
1437965,406392,140945,205256,129706,95496,276077,78472,
1859328,673268,12060,105275,179779,188179,67320,96754,
428387,581581,156241,275951,218679,146577,135155,134065,
1502872,274670,153522,255877,83028,152266,128160,76686,
1763818,191915,22015,80827,95510,255751,74691,83866,
777748,230176,37746,107800,70738,221257,147172,119693,
1017685,562156,132711,114693,65410,186237,100123,122059,
2249949,336190,115874,179742,99343,224833,205753,107513,
930070,759005,116326,127179,114086,138635,55701,101860,
319362,138539,12885,38103,22541,35695,27041,23820,
1085472,416597,86944,324209,153402,114160,169998,88921,
459003,26621,25331,60169,20620,61197,28700,25917,
638362,47817,14325,29680,39854,50708,26203,25392,
1226848,208027,179782,383866,277861,119687,140200,63459,
27858,601330,96111,134339,121456,397938,107258,189454,
792004,1122437,933441,998910,344193,724526,264758,541421,
